#,CraftType,RecipeLevelTable,Item{Result},Amount{Result},Item{Ingredient}[0],Amount{Ingredient}[0],Item{Ingredient}[1],Amount{Ingredient}[1],Item{Ingredient}[2],Amount{Ingredient}[2],Item{Ingredient}[3],Amount{Ingredient}[3],Item{Ingredient}[4],Amount{Ingredient}[4],Item{Ingredient}[5],Amount{Ingredient}[5],Item{Ingredient}[6],Amount{Ingredient}[6],Item{Ingredient}[7],Amount{Ingredient}[7],Item{Ingredient}[8],Amount{Ingredient}[8],Item{Ingredient}[9],Amount{Ingredient}[9],CanQuickSynth,CanHq
1646,3,38,6396,1,7009,5,7013,20,5371,5,7016,10,0,0,0,0,0,0,0,0,4,16,2,16,False,False
1647,3,36,6397,1,7009,5,7013,30,7008,15,7016,20,0,0,0,0,0,0,0,0,4,16,2,16,False,False
1648,0,55,6398,1,5376,10,7009,10,7023,10,7020,10,7027,10,0,0,0,0,0,0,10,12,9,8,False,False
1649,3,55,6399,1,7009,15,7014,10,5374,5,7008,30,7016,15,0,0,0,0,0,0,10,12,8,8,False,False
1650,3,55,6400,1,7010,15,7014,15,7009,5,7008,15,7016,30,0,0,0,0,0,0,10,12,8,8,False,False
1651,0,14,6401,1,5364,4,5512,4,5057,2,0,0,0,0,0,0,0,0,0,0,4,1,3,1,False,False
1652,0,17,6402,1,5367,6,5512,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,False,False
1653,1,18,6403,1,5057,4,5512,4,5367,2,0,0,0,0,0,0,0,0,0,0,2,1,5,1,False,False
1654,0,13,6404,1,5364,6,5512,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,False,False
1655,0,21,6405,1,5368,6,5512,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,False,False
1656,0,16,6406,1,5367,4,5512,4,5364,2,0,0,0,0,0,0,0,0,0,0,4,1,3,1,False,False
1657,0,16,6407,1,5367,3,5512,4,5057,3,0,0,0,0,0,0,0,0,0,0,4,1,3,1,False,False
1658,1,20,6408,1,5057,4,5512,4,5230,2,0,0,0,0,0,0,0,0,0,0,2,1,5,1,False,False
1659,1,15,6409,1,5057,3,5512,4,5364,3,0,0,0,0,0,0,0,0,0,0,2,1,5,1,False,False
1660,0,32,6410,1,5373,4,7024,4,5058,4,0,0,0,0,0,0,0,0,0,0,4,3,3,3,False,False
1661,3,29,6411,1,5230,6,7024,4,5371,4,5093,2,0,0,0,0,0,0,0,0,4,3,2,2,False,False
1662,1,27,6412,1,5058,4,7024,4,5371,2,5512,2,0,0,0,0,0,0,0,0,2,3,5,2,False,False
1663,3,31,6413,1,5230,6,7024,4,5371,6,0,0,0,0,0,0,0,0,0,0,4,3,2,3,False,False
1664,0,26,6414,1,5371,6,7024,4,5058,2,0,0,0,0,0,0,0,0,0,0,4,2,3,2,False,False
1665,0,32,6415,1,5373,4,7024,4,5064,4,0,0,0,0,0,0,0,0,0,0,4,3,3,3,False,False
1666,2,29,6416,1,5058,4,7024,4,5371,2,5230,2,0,0,0,0,0,0,0,0,3,3,5,2,False,False
1667,0,27,6417,1,5371,4,7024,4,5058,4,0,0,0,0,0,0,0,0,0,0,4,3,3,2,False,False
1668,3,30,6418,1,5230,6,7024,4,5058,2,5371,4,0,0,0,0,0,0,0,0,4,3,2,3,False,False
1669,2,34,6419,1,5073,3,5058,2,5093,2,0,0,0,0,0,0,0,0,0,0,3,4,5,3,False,False
1670,3,37,6420,1,7009,4,7013,4,7016,2,0,0,0,0,0,0,0,0,0,0,4,4,2,4,False,False
1671,0,26,6421,1,5371,2,7011,2,7015,2,5063,2,0,0,0,0,0,0,0,0,4,2,3,2,False,False
1672,2,45,6422,1,5074,3,5059,2,5376,2,5094,2,0,0,0,0,0,0,0,0,3,6,5,5,False,False
1673,3,30,6423,1,7009,3,7008,6,7016,3,0,0,0,0,0,0,0,0,0,0,4,3,2,3,False,False
1674,3,41,6424,1,7009,4,5064,2,5374,2,7016,2,0,0,0,0,0,0,0,0,4,5,2,4,False,False
1675,1,50,6425,1,5059,4,5376,4,5094,4,0,0,0,0,0,0,0,0,0,0,2,6,5,6,False,False
1676,1,42,6426,1,5065,4,5374,4,5099,4,0,0,0,0,0,0,0,0,0,0,2,5,5,5,False,False
1677,3,47,6427,1,5066,4,7009,2,5376,2,7016,4,0,0,0,0,0,0,0,0,4,6,2,5,False,False
1678,0,28,6428,1,5371,4,5058,2,5093,2,0,0,0,0,0,0,0,0,0,0,4,3,3,2,False,False
1679,5,32,6429,1,7025,4,5334,2,5368,2,0,0,0,0,0,0,0,0,0,0,6,3,4,3,False,False
1680,6,20,6430,1,7015,3,5367,2,5230,3,0,0,0,0,0,0,0,0,0,0,7,1,6,1,False,False
1681,5,40,6431,1,7026,4,5336,2,5373,2,0,0,0,0,0,0,0,0,0,0,6,5,4,4,False,False
1682,0,16,6432,1,5364,4,5057,2,5092,2,0,0,0,0,0,0,0,0,0,0,4,1,3,1,False,False
1683,5,44,6433,1,7026,4,5059,2,7009,2,0,0,0,0,0,0,0,0,0,0,6,5,4,5,False,False
1684,3,36,6434,1,7009,3,7013,4,7016,3,0,0,0,0,0,0,0,0,0,0,4,4,2,4,False,False
1685,2,36,6435,1,5073,3,5093,2,5230,3,5373,1,0,0,0,0,0,0,0,0,3,4,5,4,False,False
1686,3,36,6436,1,7009,3,5371,2,5064,2,7016,3,0,0,0,0,0,0,0,0,4,4,2,4,False,False
1687,2,19,6437,1,5072,3,5063,2,5367,2,5092,2,0,0,0,0,0,0,0,0,3,1,5,1,False,False
1688,2,25,6438,1,5072,4,5371,4,5092,2,0,0,0,0,0,0,0,0,0,0,3,2,5,2,False,False
1689,3,24,6439,1,5063,6,5368,4,5334,4,0,0,0,0,0,0,0,0,0,0,4,2,2,2,False,False
1690,2,43,6440,1,5073,3,5063,2,5374,2,5093,2,0,0,0,0,0,0,0,0,3,5,5,5,False,False
1691,2,41,6441,1,5073,2,5373,2,5093,2,5322,2,0,0,0,0,0,0,0,0,3,5,5,4,False,False
1692,3,46,6442,1,5066,6,5374,4,5336,4,0,0,0,0,0,0,0,0,0,0,4,6,2,5,False,False
1693,4,44,6443,1,5285,2,7026,2,5374,2,5058,2,0,0,0,0,0,0,0,0,5,5,4,5,False,False
1694,4,40,6444,1,5284,2,7026,2,5373,2,5058,2,0,0,0,0,0,0,0,0,5,5,4,4,False,False
1695,4,36,6445,1,5282,2,7026,2,5371,2,5058,2,0,0,0,0,0,0,0,0,5,4,4,4,False,False
1696,3,31,6446,1,7009,10,7015,30,7016,20,0,0,0,0,0,0,0,0,0,0,4,12,2,12,False,False
1697,3,45,6447,1,7009,15,5374,10,7016,25,0,0,0,0,0,0,0,0,0,0,4,24,2,20,False,False
1698,3,50,6448,1,7009,20,7008,30,7016,30,0,0,0,0,0,0,0,0,0,0,4,24,2,24,False,False
1699,3,32,6449,1,7009,10,7015,30,7030,20,5514,20,0,0,0,0,0,0,0,0,4,12,2,12,False,False
1700,5,44,6450,1,7011,45,5374,10,5058,10,0,0,0,0,0,0,0,0,0,0,6,20,4,20,False,False
1701,0,50,6451,1,5376,20,7008,30,5059,10,0,0,0,0,0,0,0,0,0,0,4,24,3,24,False,False
1702,0,33,6452,1,5373,10,7009,5,5058,5,7016,20,0,0,0,0,0,0,0,0,4,16,3,12,False,False
1703,3,43,6453,1,7009,15,7031,25,5514,25,7016,25,0,0,0,0,0,0,0,0,4,20,2,20,False,False
1704,3,50,6454,1,7009,20,5066,5,5059,5,7016,30,0,0,0,0,0,0,0,0,4,24,2,24,False,False
1705,0,31,6455,1,5371,8,5515,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,False,False
1706,0,31,6456,1,5371,8,5515,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,False,False
1707,6,31,6457,1,7016,8,5063,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,3,False,False
1708,0,26,6458,1,5371,6,5515,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,2,False,False
1709,0,26,6459,1,5371,6,5515,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,2,False,False
1710,0,26,6460,1,5371,6,5515,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,2,False,False
1711,1,21,6461,1,5057,4,5999,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,False,False
1712,1,29,6462,1,5058,4,5371,4,5998,4,0,0,0,0,0,0,0,0,0,0,2,3,5,2,False,False
1713,1,48,6463,1,5059,4,5373,4,5998,8,0,0,0,0,0,0,0,0,0,0,2,6,5,6,False,False
1714,0,19,6464,1,5367,4,5999,8,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,False,False
1715,0,32,6465,1,5371,8,5998,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,False,False
1716,0,47,6466,1,5374,4,5373,4,5998,8,0,0,0,0,0,0,0,0,0,0,4,6,3,5,False,False
1717,2,22,6467,1,5072,2,5999,8,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,1,False,False
1718,2,27,6468,1,5073,2,5064,4,5998,4,0,0,0,0,0,0,0,0,0,0,3,3,5,2,False,False
1719,2,49,6469,1,5074,2,5065,4,5998,8,0,0,0,0,0,0,0,0,0,0,3,6,5,6,False,False
1720,4,50,6473,1,5288,4,5376,2,5554,2,6173,1,7045,2,5998,4,0,0,0,0,5,6,4,6,False,False
1721,3,70,6474,1,5067,2,6220,1,6218,1,6219,1,7047,2,0,0,0,0,0,0,16,1,14,1,False,False
1722,2,45,6475,1,5074,2,5374,2,5328,2,7007,1,0,0,0,0,0,0,0,0,3,6,5,5,False,False
1723,6,20,6476,1,5471,4,7030,6,5514,6,0,0,0,0,0,0,0,0,0,0,7,1,6,1,False,False
1724,6,20,6477,1,5471,4,7029,6,5514,6,0,0,0,0,0,0,0,0,0,0,7,1,6,1,False,False
1725,6,20,6478,1,5471,4,7031,6,5514,6,0,0,0,0,0,0,0,0,0,0,7,1,6,1,False,False
1726,6,24,6479,1,5491,12,5230,12,0,0,0,0,0,0,0,0,0,0,0,0,7,2,6,2,False,False
1727,6,33,6480,1,5472,4,5231,12,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,3,False,False
1728,6,28,6481,1,5528,4,5405,6,5229,6,0,0,0,0,0,0,0,0,0,0,7,3,6,2,False,False
1729,5,39,6482,1,7026,4,5065,2,5064,2,0,0,0,0,0,0,0,0,0,0,6,5,4,4,False,False
1730,6,37,6483,1,7032,1,5371,2,5515,4,0,0,0,0,0,0,0,0,0,0,7,4,6,4,False,False
1731,0,28,6484,1,5371,2,5073,2,5093,2,0,0,0,0,0,0,0,0,0,0,4,3,3,2,False,False
1732,2,39,6485,1,5079,2,5373,2,5099,2,0,0,0,0,0,0,0,0,0,0,3,5,5,4,False,False
1733,2,16,6486,1,5071,2,5063,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,False,False
1734,1,33,6487,1,5058,4,5373,2,5093,2,0,0,0,0,0,0,0,0,0,0,2,4,5,3,False,False
1735,6,25,6488,1,5471,2,5371,2,5092,1,7030,3,5514,3,0,0,0,0,0,0,7,2,6,2,False,False
1736,6,17,6489,1,5471,2,5367,2,5091,1,7030,3,5514,3,0,0,0,0,0,0,7,1,6,1,False,False
1737,1,30,6490,1,5058,2,5371,2,5512,2,5998,2,0,0,0,0,0,0,0,0,2,3,5,3,False,False
1738,0,14,6491,1,5364,4,5091,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,False,False
1739,0,13,6492,1,5383,1,5515,5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,False,False
1740,0,12,6494,1,5383,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,False,False
1741,3,55,6497,1,5068,4,5061,4,6162,1,7047,1,5998,4,0,0,0,0,0,0,11,5,-1,0,False,False
1742,3,70,6498,1,5067,2,5061,4,6163,1,7047,2,5998,4,0,0,0,0,0,0,11,10,-1,0,False,False
1743,1,50,6501,1,5061,6,5066,6,6164,4,0,0,0,0,0,0,0,0,0,0,2,6,5,6,False,False
1744,3,70,6502,1,5066,6,5060,2,7006,1,5183,4,0,0,0,0,0,0,0,0,16,1,14,1,False,False
1745,6,25,6503,1,5461,4,7036,4,0,0,0,0,0,0,0,0,0,0,0,0,7,2,6,2,False,False
1746,1,55,6504,1,5061,8,5074,2,7033,4,0,0,0,0,0,0,0,0,0,0,8,3,11,2,False,False
1747,1,45,6505,1,5074,2,5065,4,7033,2,0,0,0,0,0,0,0,0,0,0,2,6,5,5,False,False
1748,1,45,6506,1,5059,6,5414,6,7033,2,0,0,0,0,0,0,0,0,0,0,2,6,5,5,False,False
1749,6,46,6507,1,5472,4,5494,4,7034,3,5514,3,0,0,0,0,0,0,0,0,7,6,6,5,False,False
1750,6,49,6508,1,5472,4,4584,12,7034,3,5514,3,0,0,0,0,0,0,0,0,7,6,6,6,False,False
1751,6,25,6509,1,5471,4,4576,9,7035,2,5514,3,0,0,0,0,0,0,0,0,7,2,6,2,False,False
1752,6,24,6510,1,5471,4,4574,9,7035,2,5514,3,0,0,0,0,0,0,0,0,7,2,6,2,False,False
1753,6,23,6511,1,5471,4,4575,9,7035,2,5514,3,0,0,0,0,0,0,0,0,7,2,6,1,False,False
1754,3,50,6512,1,7037,4,5414,12,5526,8,0,0,0,0,0,0,0,0,0,0,4,6,2,6,False,False
1755,1,21,6513,1,5057,2,5368,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,False,False
1756,0,14,6514,1,5364,2,5503,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,False,False
1757,0,31,6515,1,5371,3,5503,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,False,False
1758,4,50,6516,1,5288,2,5376,2,5554,2,5328,1,5447,1,7045,1,0,0,0,0,5,6,4,6,False,False
1759,4,35,6517,1,5280,1,5371,1,5058,1,5093,1,7043,1,0,0,0,0,0,0,5,4,4,3,False,False
1760,3,42,6518,1,5066,3,5374,2,5348,1,5337,2,7028,1,0,0,0,0,0,0,4,5,2,5,False,False
1761,4,28,6519,1,5280,2,5058,2,5064,1,7038,1,0,0,0,0,0,0,0,0,5,3,4,2,False,False
1762,0,27,6520,1,5371,3,5064,2,7038,1,0,0,0,0,0,0,0,0,0,0,4,3,3,2,False,False
1763,0,45,6521,1,5376,4,5328,3,7033,1,0,0,0,0,0,0,0,0,0,0,4,6,3,5,False,False
1764,1,70,6522,1,5060,1,5061,4,5068,3,6219,1,0,0,0,0,0,0,0,0,14,1,17,1,False,False
1765,1,46,6523,1,5059,4,5376,4,5329,2,5328,2,0,0,0,0,0,0,0,0,2,6,5,5,False,False
1766,4,15,6524,1,5276,4,5364,4,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1,False,False
1767,5,42,6525,1,5328,4,5374,4,5066,2,0,0,0,0,0,0,0,0,0,0,6,5,4,5,False,False
1768,5,42,6529,1,5328,2,5337,2,5348,2,5371,1,5073,1,0,0,0,0,0,0,6,5,4,5,False,False
1769,4,46,6530,1,5285,2,5373,2,5094,2,5348,2,0,0,0,0,0,0,0,0,5,6,4,5,False,False
1770,5,45,6531,1,5329,2,5328,2,5374,2,5066,2,0,0,0,0,0,0,0,0,6,6,4,5,False,False
1771,5,44,6532,1,5328,4,5337,2,5348,3,5371,2,5073,1,0,0,0,0,0,0,6,5,4,5,False,False
1772,4,48,6533,1,5285,4,5373,3,5094,3,5348,2,0,0,0,0,0,0,0,0,5,6,4,6,False,False
1773,5,47,6534,1,5329,3,5328,3,5374,3,5066,3,0,0,0,0,0,0,0,0,6,6,4,5,False,False
1774,4,29,6535,1,5280,4,5371,2,7038,2,0,0,0,0,0,0,0,0,0,0,5,3,4,2,False,False
1775,3,55,6536,1,5329,4,5378,2,6160,1,7047,1,5066,2,5183,2,0,0,0,0,10,5,-1,0,False,False
1776,3,70,6537,1,5330,2,5378,2,6161,1,7047,2,5066,2,5183,2,0,0,0,0,10,10,-1,0,False,False
1777,5,16,6542,1,5325,2,5361,2,5056,2,0,0,0,0,0,0,0,0,0,0,6,1,4,1,False,False
1778,5,28,6543,1,5326,4,5367,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,2,False,False
1779,5,34,6544,1,5327,4,5373,2,5057,2,0,0,0,0,0,0,0,0,0,0,6,4,4,3,False,False
1780,0,20,6548,1,5367,2,5364,2,5057,1,7021,2,5515,1,0,0,0,0,0,0,4,1,3,1,False,False
1781,2,32,6549,1,7024,2,5072,2,5371,4,0,0,0,0,0,0,0,0,0,0,3,3,5,3,False,False
1782,0,30,6550,1,5371,4,5368,4,7024,2,0,0,0,0,0,0,0,0,0,0,4,3,3,3,False,False
1783,0,33,6551,1,5373,4,5058,4,7024,2,0,0,0,0,0,0,0,0,0,0,4,4,3,3,False,False
1784,0,28,6552,1,5371,4,5064,2,7024,2,7038,2,0,0,0,0,0,0,0,0,4,3,3,2,False,False
1785,2,48,6559,1,5074,5,5066,2,7024,2,0,0,0,0,0,0,0,0,0,0,3,6,5,6,False,False
1786,0,28,6560,1,5371,3,5057,2,5092,2,5515,2,0,0,0,0,0,0,0,0,4,3,3,2,False,False
1787,0,19,6561,1,5367,2,5364,2,5063,1,5515,1,0,0,0,0,0,0,0,0,4,1,3,1,False,False
1788,0,25,6562,1,5371,3,5367,2,5063,2,5515,2,0,0,0,0,0,0,0,0,4,2,3,2,False,False
1789,0,28,6563,1,5371,4,7022,2,7024,2,7038,2,0,0,0,0,0,0,0,0,4,3,3,2,False,False
1790,1,35,6564,1,5058,2,5093,2,5371,2,5326,2,7043,1,0,0,0,0,0,0,2,4,5,3,False,False
1791,3,43,6565,1,5066,3,5374,3,5512,2,7028,2,7024,2,0,0,0,0,0,0,4,5,2,5,False,False
1792,2,48,6566,1,5074,2,5059,3,5374,3,7017,2,0,0,0,0,0,0,0,0,3,6,5,6,False,False
1793,0,44,6567,1,5374,4,5373,4,5064,2,7017,2,0,0,0,0,0,0,0,0,4,5,3,5,False,False
1794,0,45,6568,1,5376,3,5374,3,5066,2,5512,2,7017,2,0,0,0,0,0,0,4,6,3,5,False,False
1795,0,28,6569,1,5371,4,5064,2,7022,2,7038,2,0,0,0,0,0,0,0,0,4,3,3,2,False,False
1796,1,35,6570,1,5058,3,5093,2,5371,3,7043,1,0,0,0,0,0,0,0,0,2,4,5,3,False,False
1797,3,43,6571,1,5066,4,5374,6,7028,2,0,0,0,0,0,0,0,0,0,0,4,5,2,5,False,False
1798,4,50,6572,1,5288,4,5376,2,5554,2,5328,1,5447,1,7045,1,0,0,0,0,5,6,4,6,False,False
1799,3,37,6573,1,7009,4,5373,2,7016,4,0,0,0,0,0,0,0,0,0,0,4,4,2,4,False,False
1800,0,40,6574,1,5373,8,5485,2,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,False,False
1801,3,39,6575,1,7009,4,5374,2,7016,4,0,0,0,0,0,0,0,0,0,0,4,5,2,4,False,False
1802,0,21,6576,1,5368,4,5367,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,False,False
1803,0,31,6577,1,5371,4,5368,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,False,False
1804,3,20,6578,1,5063,4,5230,3,7016,1,0,0,0,0,0,0,0,0,0,0,4,1,2,1,False,False
1805,1,49,6579,1,5059,4,5374,6,5376,2,0,0,0,0,0,0,0,0,0,0,2,6,5,6,False,False
1806,1,35,6580,1,5058,2,5093,4,5371,2,7043,1,0,0,0,0,0,0,0,0,2,4,5,3,False,False
1807,3,42,6581,1,5066,4,5374,2,7024,4,7028,2,0,0,0,0,0,0,0,0,4,5,2,5,False,False
1808,4,50,6582,1,5288,3,5376,1,5554,4,5328,1,5447,1,7045,1,0,0,0,0,5,6,4,6,False,False
1809,1,47,6583,1,5059,4,7009,2,5512,2,5998,2,0,0,0,0,0,0,0,0,2,6,5,5,False,False
1810,0,49,6584,1,5376,4,5374,2,5512,2,5998,2,0,0,0,0,0,0,0,0,4,6,3,6,False,False
1811,1,45,6585,1,5059,3,5066,2,7009,1,5512,2,5998,2,0,0,0,0,0,0,2,6,5,5,False,False
1812,3,27,6586,1,5064,2,5998,3,7038,1,0,0,0,0,0,0,0,0,0,0,4,3,2,2,False,False
1813,5,55,6587,1,5329,3,5378,1,5061,3,5998,6,7047,1,0,0,0,0,0,0,12,3,10,2,False,False
1814,3,50,6588,1,5066,3,5285,3,5998,4,7047,1,0,0,0,0,0,0,0,0,4,6,2,6,False,False
1815,3,70,6589,1,5067,1,7009,1,5065,5,5998,6,7047,2,0,0,0,0,0,0,4,8,2,7,False,False
1816,0,49,6590,1,6634,1,5376,4,5059,4,0,0,0,0,0,0,0,0,0,0,8,2,-1,0,False,False
1817,3,50,6591,1,7009,6,5061,3,5374,2,5512,1,6494,1,0,0,0,0,0,0,4,6,2,6,False,False
1818,0,50,6592,1,5378,4,5376,3,5368,3,7008,3,6494,1,0,0,0,0,0,0,4,6,3,6,False,False
1819,3,50,6593,1,7009,6,5068,3,7010,9,4858,1,6494,1,0,0,0,0,0,0,4,6,2,6,False,False
1820,6,13,6594,1,5513,9,5342,3,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,1,False,False
1821,6,22,6595,1,5471,3,5513,6,7031,2,5514,1,0,0,0,0,0,0,0,0,7,2,6,1,False,False
1822,3,49,6596,1,5066,4,5374,3,5285,2,5512,1,0,0,0,0,0,0,0,0,4,6,2,6,False,False
1823,3,55,6597,1,5068,2,5065,3,5373,1,7037,4,7046,1,0,0,0,0,0,0,10,3,8,2,False,False
1824,3,70,6598,1,5067,1,7010,9,5074,2,7038,4,7046,2,0,0,0,0,0,0,16,1,14,1,False,False
1825,3,48,6599,1,7010,9,5066,4,5056,6,5174,12,5487,9,0,0,0,0,0,0,4,6,2,6,False,False
1826,2,32,6601,1,5073,2,5371,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,False,False
1827,1,17,6602,1,5057,2,5367,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,False,False
1828,0,12,6603,1,5364,2,5056,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,False,False
1829,2,34,6604,1,5073,1,5093,1,5371,1,5485,1,7043,1,0,0,0,0,0,0,3,4,5,3,False,False
1830,2,70,6605,1,5060,1,5068,6,5512,2,6218,1,0,0,0,0,0,0,0,0,15,1,17,1,False,False
1831,1,24,6606,1,5057,2,5368,2,5515,2,0,0,0,0,0,0,0,0,0,0,2,2,5,2,False,False
1832,0,37,6607,1,5373,2,5371,2,5485,2,0,0,0,0,0,0,0,0,0,0,4,4,3,4,False,False
1833,0,47,6608,1,5376,4,5066,4,5328,2,0,0,0,0,0,0,0,0,0,0,4,6,3,5,False,False
1834,3,42,6609,1,5066,4,5374,3,7028,1,0,0,0,0,0,0,0,0,0,0,4,5,2,5,False,False
1835,2,34,6610,1,5073,2,5093,1,5371,2,5485,1,0,0,0,0,0,0,0,0,3,4,5,3,False,False
1836,2,25,6611,1,5072,2,5092,1,5368,2,5515,1,0,0,0,0,0,0,0,0,3,2,5,2,False,False
1837,2,20,6612,1,5072,2,5092,1,5367,2,5515,1,0,0,0,0,0,0,0,0,3,1,5,1,False,False
1838,0,26,6613,1,5371,6,5058,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,2,False,False
1839,3,44,6614,1,5066,2,5374,4,5328,2,7028,2,0,0,0,0,0,0,0,0,4,5,2,5,False,False
1840,0,29,6615,1,5371,4,5326,2,7038,2,0,0,0,0,0,0,0,0,0,0,4,3,3,2,False,False
1841,2,46,6616,1,5074,2,5094,2,5376,2,7017,2,0,0,0,0,0,0,0,0,3,6,5,5,False,False
1842,0,41,6617,1,5374,6,5064,2,5485,2,0,0,0,0,0,0,0,0,0,0,4,5,3,4,False,False
1843,0,38,6618,1,5373,4,5371,2,5485,2,0,0,0,0,0,0,0,0,0,0,4,4,3,4,False,False
1844,2,29,6619,1,5073,1,5093,1,5371,3,7038,2,0,0,0,0,0,0,0,0,3,3,5,2,False,False
1845,1,46,6620,1,5094,2,5376,6,7033,2,0,0,0,0,0,0,0,0,0,0,2,6,5,5,False,False
1846,0,30,6621,1,5371,3,5058,3,5515,2,0,0,0,0,0,0,0,0,0,0,4,3,3,3,False,False
1847,0,23,6622,1,5368,3,5063,3,5515,2,0,0,0,0,0,0,0,0,0,0,4,2,3,1,False,False
1848,0,33,6623,1,5373,3,5063,3,5515,2,0,0,0,0,0,0,0,0,0,0,4,4,3,3,False,False
1849,0,15,6624,1,5364,2,5062,2,5515,2,0,0,0,0,0,0,0,0,0,0,4,1,3,1,False,False
1850,1,30,6625,1,5058,2,5064,2,5326,2,7038,2,0,0,0,0,0,0,0,0,2,3,5,3,False,False
1851,1,35,6626,1,5371,3,5058,2,5093,1,7043,1,0,0,0,0,0,0,0,0,2,4,5,3,False,False
1852,0,32,6627,1,5371,3,5058,1,5093,1,5485,1,0,0,0,0,0,0,0,0,4,3,3,3,False,False
1853,0,34,6628,1,5373,3,5371,2,5485,1,0,0,0,0,0,0,0,0,0,0,4,4,3,3,False,False
1854,0,41,6629,1,5374,4,7022,2,5485,2,0,0,0,0,0,0,0,0,0,0,4,5,3,4,False,False
1855,1,41,6630,1,5058,3,5374,4,5328,3,0,0,0,0,0,0,0,0,0,0,2,5,5,4,False,False
1856,4,38,6631,1,5284,2,5373,4,5058,2,0,0,0,0,0,0,0,0,0,0,5,4,4,4,False,False
1857,1,47,6632,1,5059,2,5376,4,5066,1,5328,3,0,0,0,0,0,0,0,0,2,6,5,5,False,False
1858,3,44,6633,1,5066,3,5374,4,5328,1,7028,2,0,0,0,0,0,0,0,0,4,5,2,5,False,False
1859,2,48,6634,1,5074,2,5376,2,7014,2,7038,2,0,0,0,0,0,0,0,0,3,6,5,6,False,False
1860,3,15,6635,1,5063,1,5999,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,False,False
1861,2,14,6636,1,5071,1,5324,1,5999,1,0,0,0,0,0,0,0,0,0,0,3,1,5,1,False,False
1862,0,22,6637,1,5405,6,5325,2,5999,2,0,0,0,0,0,0,0,0,0,0,4,2,3,1,False,False
1863,3,24,6638,1,5064,2,5512,2,5998,2,0,0,0,0,0,0,0,0,0,0,4,2,2,2,False,False
1864,6,23,6639,1,5471,2,7029,3,5057,3,0,0,0,0,0,0,0,0,0,0,7,2,6,1,False,False
1865,6,23,6640,1,5471,2,7030,3,5367,3,0,0,0,0,0,0,0,0,0,0,7,2,6,1,False,False
1866,6,23,6641,1,5471,2,7031,3,5063,3,0,0,0,0,0,0,0,0,0,0,7,2,6,1,False,False
1867,6,43,6642,1,5472,2,7030,3,5066,3,5374,1,7028,1,0,0,0,0,0,0,7,5,6,5,False,False
1868,3,35,6643,1,5064,2,5063,1,5062,1,5540,1,7043,1,0,0,0,0,0,0,4,4,2,3,False,False
1869,6,33,6644,1,5472,2,7029,3,5058,2,5513,2,5514,1,0,0,0,0,0,0,7,4,6,3,False,False
1870,6,33,6645,1,5472,2,7030,3,5368,2,5057,2,5514,1,0,0,0,0,0,0,7,4,6,3,False,False
1871,6,33,6646,1,5472,2,7031,3,5063,2,5513,2,5514,1,0,0,0,0,0,0,7,4,6,3,False,False
1872,3,46,6647,1,5066,2,5059,1,5094,4,5063,1,0,0,0,0,0,0,0,0,4,6,2,5,False,False
1873,3,35,6648,1,5064,2,5063,1,5062,1,5512,1,7043,1,0,0,0,0,0,0,4,4,2,3,False,False
1874,6,15,6649,1,5476,3,5351,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,1,False,False
1875,3,27,6650,1,5064,2,5063,1,5087,2,5368,1,0,0,0,0,0,0,0,0,4,3,2,2,False,False
