#,Number,CraftType,RecipeLevelTable,Item{Result},Amount{Result},Item{Ingredient}[0],Amount{Ingredient}[0],Item{Ingredient}[1],Amount{Ingredient}[1],Item{Ingredient}[2],Amount{Ingredient}[2],Item{Ingredient}[3],Amount{Ingredient}[3],Item{Ingredient}[4],Amount{Ingredient}[4],Item{Ingredient}[5],Amount{Ingredient}[5],Item{Ingredient}[6],Amount{Ingredient}[6],Item{Ingredient}[7],Amount{Ingredient}[7],Item{Ingredient}[8],Amount{Ingredient}[8],Item{Ingredient}[9],Amount{Ingredient}[9],CanQuickSynth,CanHq
2349,11643,2,142,10680,1,12525,3,12565,1,12521,1,12614,2,0,0,0,0,0,0,0,0,9,5,11,4,True,True
2350,11663,2,148,10681,1,12526,3,12591,1,12529,1,5061,1,12614,2,0,0,0,0,0,0,9,5,11,5,True,True
2351,11599,2,115,10684,1,12518,3,12562,1,5066,1,0,0,0,0,0,0,0,0,0,0,9,3,11,2,True,True
2352,11625,2,136,10686,1,12524,2,12564,2,5068,1,0,0,0,0,0,0,0,0,0,0,9,4,11,4,True,True
2353,11634,2,139,10687,1,12525,1,12565,1,12564,1,12521,1,12614,1,0,0,0,0,0,0,9,5,11,4,True,True
2354,11655,2,145,10688,1,12526,2,12565,1,12529,1,5061,1,12614,1,0,0,0,0,0,0,9,5,11,5,True,True
2355,11603,2,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,2,True,True
2356,11610,2,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,3,True,True
2357,11639,2,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,11,4,True,True
2358,11660,2,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,11,5,True,True
2359,11665,2,148,10702,1,12526,3,12565,2,12614,2,0,0,0,0,0,0,0,0,0,0,9,5,11,5,True,True
2360,11601,2,115,10705,1,12518,3,12562,1,5066,1,0,0,0,0,0,0,0,0,0,0,9,3,11,2,True,True
2361,11627,2,136,10707,1,12524,2,12564,2,5068,1,0,0,0,0,0,0,0,0,0,0,9,4,11,4,True,True
2362,11647,2,142,10708,1,12525,2,12565,1,12521,1,12614,1,0,0,0,0,0,0,0,0,9,5,11,4,True,True
2363,11657,2,145,10709,1,12526,2,12565,1,12529,1,5061,1,12614,1,0,0,0,0,0,0,9,5,11,5,True,True
2364,11596,2,115,10712,1,12518,3,12562,1,5066,1,0,0,0,0,0,0,0,0,0,0,9,3,11,2,True,True
2365,11617,2,133,10714,1,12524,2,12529,1,12564,1,5068,1,0,0,0,0,0,0,0,0,9,4,11,3,True,True
2366,11631,2,139,10715,1,12525,2,12564,1,5061,1,12612,1,0,0,0,0,0,0,0,0,9,5,11,4,True,True
2367,11654,2,145,10716,1,12526,2,12565,1,12525,1,12612,1,0,0,0,0,0,0,0,0,9,5,11,5,True,True
2368,11598,2,115,10719,1,12518,4,12562,1,5085,1,5066,1,0,0,0,0,0,0,0,0,9,3,11,2,True,True
2369,11624,2,136,10721,1,12524,3,12564,1,12529,1,5068,1,0,0,0,0,0,0,0,0,9,4,11,4,True,True
2370,11644,2,142,10722,1,12525,2,12565,1,12591,1,12521,1,12612,2,0,0,0,0,0,0,9,5,11,4,True,True
2371,11664,2,148,10723,1,12526,3,12591,1,12529,1,5068,1,12612,2,0,0,0,0,0,0,9,5,11,5,True,True
2372,11600,2,115,10726,1,12518,3,12562,1,5066,1,0,0,0,0,0,0,0,0,0,0,9,3,11,2,True,True
2373,11626,2,136,10728,1,12524,2,12564,2,5068,1,0,0,0,0,0,0,0,0,0,0,9,4,11,4,True,True
2374,11635,2,139,10729,1,12525,1,12565,1,12564,1,12521,1,12612,1,0,0,0,0,0,0,9,5,11,4,True,True
2375,11656,2,145,10730,1,12526,2,12565,1,12529,1,5068,1,12612,1,0,0,0,0,0,0,9,5,11,5,True,True
2376,11604,2,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,2,True,True
2377,11611,2,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,3,True,True
2378,11661,2,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,11,5,True,True
2379,11666,2,148,10744,1,12526,3,12565,2,12612,2,0,0,0,0,0,0,0,0,0,0,9,5,11,5,True,True
2380,11602,2,115,10747,1,12518,3,12562,1,5066,1,0,0,0,0,0,0,0,0,0,0,9,3,11,2,True,True
2381,11628,2,136,10749,1,12524,2,12564,1,12529,1,5068,1,0,0,0,0,0,0,0,0,9,4,11,4,True,True
2382,11648,2,142,10750,1,12525,2,12565,1,12521,1,12612,1,0,0,0,0,0,0,0,0,9,5,11,4,True,True
2383,11658,2,145,10751,1,12526,2,12565,1,12529,1,5068,1,12612,1,0,0,0,0,0,0,9,5,11,5,True,True
2384,11618,2,133,10756,1,12524,2,12564,1,5068,1,0,0,0,0,0,0,0,0,0,0,9,4,11,3,True,True
2385,11632,2,139,10757,1,12525,2,12564,1,5061,1,12612,1,0,0,0,0,0,0,0,0,9,5,11,4,True,True
2386,11645,2,142,10764,1,12525,2,12565,1,12591,1,12521,1,12612,2,0,0,0,0,0,0,9,5,11,4,True,True
2387,11636,2,139,10771,1,12525,1,12565,1,12564,1,12521,1,12612,1,0,0,0,0,0,0,9,5,11,4,True,True
2388,11649,2,142,10792,1,12525,2,12565,1,12521,1,12612,1,0,0,0,0,0,0,0,0,9,5,11,4,True,True
2389,11620,2,133,10798,1,12524,2,12564,1,5068,1,0,0,0,0,0,0,0,0,0,0,9,4,11,3,True,True
2390,11619,2,133,10840,1,12524,2,12564,1,5068,1,0,0,0,0,0,0,0,0,0,0,9,4,11,3,True,True
2391,11633,2,139,10841,1,12525,2,12564,1,5061,1,12613,1,0,0,0,0,0,0,0,0,9,5,11,4,True,True
2392,11646,2,142,10848,1,12525,2,12565,1,12591,1,12521,1,12613,2,0,0,0,0,0,0,9,5,11,4,True,True
2393,11637,2,139,10855,1,12525,1,12565,1,12564,1,12521,1,12613,1,0,0,0,0,0,0,9,5,11,4,True,True
2394,11650,2,142,10876,1,12525,2,12565,1,12521,1,12613,1,0,0,0,0,0,0,0,0,9,5,11,4,True,True
2395,11606,2,125,11895,1,12518,3,12528,1,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,3,True,True
2396,11614,2,133,11896,1,12520,2,12529,2,12541,1,0,0,0,0,0,0,0,0,0,0,9,4,11,3,True,True
2397,11640,2,142,11897,1,12525,2,5066,1,12529,2,12546,1,0,0,0,0,0,0,0,0,9,5,11,4,True,True
2398,11607,2,125,11899,1,12518,3,5366,1,12528,1,0,0,0,0,0,0,0,0,0,0,9,3,11,3,True,True
2399,11615,2,133,11900,1,12524,3,12581,1,12529,1,0,0,0,0,0,0,0,0,0,0,9,4,11,3,True,True
2400,11641,2,142,11901,1,12525,3,12582,1,12529,1,0,0,0,0,0,0,0,0,0,0,9,5,11,4,True,True
2401,12244,2,35,12235,1,7996,1,6492,3,6481,1,0,0,0,0,0,0,0,0,0,0,3,4,5,3,False,False
2402,11592,2,115,12518,1,12531,5,5114,1,0,0,0,0,0,0,0,0,0,0,0,0,9,3,-1,0,True,True
2403,11605,2,125,12519,1,12534,4,12518,1,0,0,0,0,0,0,0,0,0,0,0,0,9,3,-1,0,True,True
2404,11612,2,133,12524,1,12537,5,5111,1,5526,1,0,0,0,0,0,0,0,0,0,0,9,4,-1,0,True,True
2405,11629,2,139,12525,1,12539,4,12524,1,0,0,0,0,0,0,0,0,0,0,0,0,9,5,-1,0,True,True
2406,11651,2,145,12526,1,12538,5,5121,1,0,0,0,0,0,0,0,0,0,0,0,0,9,5,-1,0,True,True
2407,17054,3,130,10346,1,12610,9,12519,3,7009,3,5506,3,0,0,0,0,0,0,0,0,10,4,8,3,False,False
2408,15767,3,34,10525,1,5064,1,5057,1,5063,1,5477,1,0,0,0,0,0,0,0,0,4,4,2,3,True,True
2409,15794,3,38,10526,1,5065,1,5064,1,5478,1,0,0,0,0,0,0,0,0,0,0,4,4,2,4,True,True
2410,15829,3,41,10527,1,5065,2,5196,2,5478,1,0,0,0,0,0,0,0,0,0,0,4,5,2,4,True,True
2411,15861,3,45,10528,1,5066,1,5059,2,5479,1,0,0,0,0,0,0,0,0,0,0,4,6,2,5,True,True
2412,15884,3,48,10529,1,5059,2,5181,2,5479,1,0,0,0,0,0,0,0,0,0,0,4,6,2,6,True,True
2413,15933,3,70,10531,1,5481,1,5061,3,5064,1,5067,1,5066,1,0,0,0,0,0,0,16,1,14,1,True,True
2414,15951,3,115,10640,1,5366,1,12575,2,12543,2,5506,1,0,0,0,0,0,0,0,0,10,3,8,2,True,True
2415,15989,3,130,10641,1,5126,4,5061,2,5196,1,5506,1,0,0,0,0,0,0,0,0,10,4,8,3,True,True
2416,16003,3,133,10642,1,12520,2,12589,1,12541,1,5506,1,0,0,0,0,0,0,0,0,10,4,8,3,True,True
2417,16045,3,142,10643,1,12521,2,12565,1,12541,1,12542,1,0,0,0,0,0,0,0,0,10,5,8,4,True,True
2418,16074,3,148,10644,1,12522,2,12583,1,5127,2,5185,2,5183,1,0,0,0,0,0,0,10,5,8,5,True,True
2419,15953,3,115,10658,1,12518,2,5061,2,12601,1,0,0,0,0,0,0,0,0,0,0,10,3,8,2,True,True
2420,15990,3,130,10659,1,12519,3,5066,1,5185,3,12601,1,0,0,0,0,0,0,0,0,10,4,8,3,True,True
2421,16016,3,136,10660,1,12520,3,12524,1,5066,1,12602,1,0,0,0,0,0,0,0,0,10,4,8,4,True,True
2422,16046,3,142,10661,1,12521,2,12525,1,5066,1,12550,1,12602,1,0,0,0,0,0,0,10,5,8,4,True,True
2423,16075,3,148,10662,1,12522,2,12526,1,12521,2,12603,1,0,0,0,0,0,0,0,0,10,5,8,5,True,True
2424,15954,3,115,10754,1,12518,2,5360,2,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,2,True,True
2425,16007,3,133,10882,1,12520,1,12610,1,12541,1,0,0,0,0,0,0,0,0,0,0,10,4,8,3,True,True
2426,16006,3,133,10924,1,12520,1,12610,4,0,0,0,0,0,0,0,0,0,0,0,0,10,4,8,3,True,True
2427,15991,3,130,10965,1,12519,1,12543,2,12594,1,0,0,0,0,0,0,0,0,0,0,10,4,8,3,True,True
2428,16053,3,142,10967,1,12521,1,12546,1,12565,1,12614,1,0,0,0,0,0,0,0,0,10,5,8,4,True,True
2429,16076,3,148,10968,1,12522,1,12541,2,12596,1,12614,1,0,0,0,0,0,0,0,0,10,5,8,5,True,True
2430,15962,3,115,10970,1,12518,1,12542,2,5196,2,0,0,0,0,0,0,0,0,0,0,10,3,8,2,True,True
2431,15982,3,125,10971,1,12519,2,12563,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,3,True,True
2432,16022,3,136,10972,1,12520,2,12545,2,12544,2,12614,1,0,0,0,0,0,0,0,0,10,4,8,4,True,True
2433,16033,3,139,10973,1,12521,2,12565,1,12546,2,12614,1,0,0,0,0,0,0,0,0,10,5,8,4,True,True
2434,16065,3,145,10974,1,12522,2,12562,1,12614,1,0,0,0,0,0,0,0,0,0,0,10,5,8,5,True,True
2435,15957,3,115,10976,1,12518,2,5196,2,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,2,True,True
2436,15975,3,125,10977,1,12519,1,5064,1,12714,2,0,0,0,0,0,0,0,0,0,0,10,3,8,3,True,True
2437,16017,3,136,10978,1,12520,2,12545,2,12614,1,0,0,0,0,0,0,0,0,0,0,10,4,8,4,True,True
2438,16047,3,142,10979,1,12521,1,12546,3,12614,1,0,0,0,0,0,0,0,0,0,0,10,5,8,4,True,True
2439,16060,3,145,10980,1,12522,1,12521,1,12795,2,12614,1,0,0,0,0,0,0,0,0,10,5,8,5,True,True
2440,15967,3,115,10982,1,12543,1,5262,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,2,True,True
2441,15996,3,130,10983,1,12519,1,12575,1,0,0,0,0,0,0,0,0,0,0,0,0,10,4,8,3,True,True
2442,16008,3,133,10984,1,12549,1,5262,1,12614,1,0,0,0,0,0,0,0,0,0,0,10,4,8,3,True,True
2443,16038,3,139,10985,1,12521,1,12546,1,12614,1,0,0,0,0,0,0,0,0,0,0,10,5,8,4,True,True
2444,16081,3,148,10986,1,12522,1,12577,1,12614,1,0,0,0,0,0,0,0,0,0,0,10,5,8,5,True,True
2445,15992,3,130,10989,1,12519,1,12543,2,12594,1,0,0,0,0,0,0,0,0,0,0,10,4,8,3,True,True
2446,16054,3,142,10991,1,12521,1,12546,1,12565,1,12612,1,0,0,0,0,0,0,0,0,10,5,8,4,True,True
2447,16077,3,148,10992,1,12522,1,12541,2,12596,1,12612,1,0,0,0,0,0,0,0,0,10,5,8,5,True,True
2448,15963,3,115,10994,1,12518,1,12542,2,5196,2,0,0,0,0,0,0,0,0,0,0,10,3,8,2,True,True
2449,15983,3,125,10995,1,12519,2,12563,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,3,True,True
2450,16023,3,136,10996,1,12520,2,12545,2,12544,2,12612,1,0,0,0,0,0,0,0,0,10,4,8,4,True,True
2451,16034,3,139,10997,1,12521,2,12565,1,12546,2,12612,1,0,0,0,0,0,0,0,0,10,5,8,4,True,True
2452,16066,3,145,10998,1,12522,2,12562,1,12612,1,0,0,0,0,0,0,0,0,0,0,10,5,8,5,True,True
2453,15958,3,115,11000,1,12518,2,5196,2,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,2,True,True
2454,15976,3,125,11001,1,12519,1,5064,1,12714,2,0,0,0,0,0,0,0,0,0,0,10,3,8,3,True,True
2455,16018,3,136,11002,1,12520,2,12545,2,12612,1,0,0,0,0,0,0,0,0,0,0,10,4,8,4,True,True
2456,16048,3,142,11003,1,12521,1,12546,3,12612,1,0,0,0,0,0,0,0,0,0,0,10,5,8,4,True,True
2457,16061,3,145,11004,1,12522,1,12521,1,12795,2,12612,1,0,0,0,0,0,0,0,0,10,5,8,5,True,True
2458,15968,3,115,11006,1,12543,1,5262,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,2,True,True
2459,15997,3,130,11007,1,12519,1,12575,1,0,0,0,0,0,0,0,0,0,0,0,0,10,4,8,3,True,True
2460,16009,3,133,11008,1,12549,1,5262,1,12612,1,0,0,0,0,0,0,0,0,0,0,10,4,8,3,True,True
2461,16039,3,139,11009,1,12521,1,12546,1,12612,1,0,0,0,0,0,0,0,0,0,0,10,5,8,4,True,True
2462,16082,3,148,11010,1,12522,1,12577,1,12612,1,0,0,0,0,0,0,0,0,0,0,10,5,8,5,True,True
2463,15993,3,130,11013,1,12519,1,12543,2,12594,1,0,0,0,0,0,0,0,0,0,0,10,4,8,3,True,True
2464,16055,3,142,11015,1,12521,1,12546,1,12565,1,12613,1,0,0,0,0,0,0,0,0,10,5,8,4,True,True
2465,16078,3,148,11016,1,12522,1,12541,2,12596,1,12613,1,0,0,0,0,0,0,0,0,10,5,8,5,True,True
2466,15964,3,115,11018,1,12518,1,12542,2,5196,2,0,0,0,0,0,0,0,0,0,0,10,3,8,2,True,True
2467,15984,3,125,11019,1,12519,2,12563,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,3,True,True
2468,16024,3,136,11020,1,12520,2,12545,2,12544,2,12613,1,0,0,0,0,0,0,0,0,10,4,8,4,True,True
2469,16035,3,139,11021,1,12521,2,12565,1,12546,2,12613,1,0,0,0,0,0,0,0,0,10,5,8,4,True,True
2470,16067,3,145,11022,1,12522,2,12562,1,12613,1,0,0,0,0,0,0,0,0,0,0,10,5,8,5,True,True
2471,15959,3,115,11024,1,12518,2,5196,2,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,2,True,True
2472,15977,3,125,11025,1,12519,1,5064,1,12714,2,0,0,0,0,0,0,0,0,0,0,10,3,8,3,True,True
2473,16019,3,136,11026,1,12520,2,12545,2,12613,1,0,0,0,0,0,0,0,0,0,0,10,4,8,4,True,True
2474,16049,3,142,11027,1,12521,1,12546,3,12613,1,0,0,0,0,0,0,0,0,0,0,10,5,8,4,True,True
2475,16062,3,145,11028,1,12522,1,12521,1,12795,2,12613,1,0,0,0,0,0,0,0,0,10,5,8,5,True,True
2476,15969,3,115,11030,1,12543,1,5262,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,2,True,True
2477,15998,3,130,11031,1,12519,1,12575,1,0,0,0,0,0,0,0,0,0,0,0,0,10,4,8,3,True,True
2478,16010,3,133,11032,1,12549,1,5262,1,12613,1,0,0,0,0,0,0,0,0,0,0,10,4,8,3,True,True
2479,16040,3,139,11033,1,12521,1,12546,1,12613,1,0,0,0,0,0,0,0,0,0,0,10,5,8,4,True,True
2480,16083,3,148,11034,1,12522,1,12577,1,12613,1,0,0,0,0,0,0,0,0,0,0,10,5,8,5,True,True
2481,15994,3,130,11037,1,12519,1,12543,2,12594,1,0,0,0,0,0,0,0,0,0,0,10,4,8,3,True,True
2482,16056,3,142,11039,1,12521,1,12546,1,12565,1,12616,1,0,0,0,0,0,0,0,0,10,5,8,4,True,True
2483,16079,3,148,11040,1,12522,1,12541,2,12596,1,12616,1,0,0,0,0,0,0,0,0,10,5,8,5,True,True
2484,15965,3,115,11042,1,12518,1,12542,2,5196,2,0,0,0,0,0,0,0,0,0,0,10,3,8,2,True,True
2485,15985,3,125,11043,1,12519,2,12563,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,3,True,True
2486,16025,3,136,11044,1,12520,2,12545,2,12544,2,12616,1,0,0,0,0,0,0,0,0,10,4,8,4,True,True
2487,16036,3,139,11045,1,12521,2,12565,1,12546,2,12616,1,0,0,0,0,0,0,0,0,10,5,8,4,True,True
2488,16068,3,145,11046,1,12522,2,12562,1,12616,1,0,0,0,0,0,0,0,0,0,0,10,5,8,5,True,True
2489,15960,3,115,11048,1,12518,2,5196,2,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,2,True,True
2490,15978,3,125,11049,1,12519,1,5064,1,12714,2,0,0,0,0,0,0,0,0,0,0,10,3,8,3,True,True
2491,16020,3,136,11050,1,12520,2,12545,2,12616,1,0,0,0,0,0,0,0,0,0,0,10,4,8,4,True,True
2492,16050,3,142,11051,1,12521,1,12546,3,12616,1,0,0,0,0,0,0,0,0,0,0,10,5,8,4,True,True
2493,16063,3,145,11052,1,12522,1,12521,1,12795,2,12616,1,0,0,0,0,0,0,0,0,10,5,8,5,True,True
2494,15970,3,115,11054,1,12543,1,5262,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,2,True,True
2495,15999,3,130,11055,1,12519,1,12575,1,0,0,0,0,0,0,0,0,0,0,0,0,10,4,8,3,True,True
2496,16011,3,133,11056,1,12549,1,5262,1,12616,1,0,0,0,0,0,0,0,0,0,0,10,4,8,3,True,True
2497,16041,3,139,11057,1,12521,1,12546,1,12616,1,0,0,0,0,0,0,0,0,0,0,10,5,8,4,True,True
2498,16084,3,148,11058,1,12522,1,12577,1,12616,1,0,0,0,0,0,0,0,0,0,0,10,5,8,5,True,True
2499,15995,3,130,11061,1,12519,1,12543,2,12594,1,0,0,0,0,0,0,0,0,0,0,10,4,8,3,True,True
2500,16057,3,142,11063,1,12521,1,12546,1,12565,1,12615,1,0,0,0,0,0,0,0,0,10,5,8,4,True,True
2501,16080,3,148,11064,1,12522,1,12541,2,12596,1,12615,1,0,0,0,0,0,0,0,0,10,5,8,5,True,True
2502,15966,3,115,11066,1,12518,1,12542,2,5196,2,0,0,0,0,0,0,0,0,0,0,10,3,8,2,True,True
2503,15986,3,125,11067,1,12519,2,12563,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,3,True,True
2504,16026,3,136,11068,1,12520,2,12545,2,12544,2,12615,1,0,0,0,0,0,0,0,0,10,4,8,4,True,True
2505,16037,3,139,11069,1,12521,2,12565,1,12546,2,12615,1,0,0,0,0,0,0,0,0,10,5,8,4,True,True
2506,16069,3,145,11070,1,12522,2,12562,1,12615,1,0,0,0,0,0,0,0,0,0,0,10,5,8,5,True,True
2507,15961,3,115,11072,1,12518,2,5196,2,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,2,True,True
2508,15979,3,125,11073,1,12519,1,5064,1,12714,2,0,0,0,0,0,0,0,0,0,0,10,3,8,3,True,True
2509,16021,3,136,11074,1,12520,2,12545,2,12615,1,0,0,0,0,0,0,0,0,0,0,10,4,8,4,True,True
2510,16051,3,142,11075,1,12521,1,12546,3,12615,1,0,0,0,0,0,0,0,0,0,0,10,5,8,4,True,True
2511,16064,3,145,11076,1,12522,1,12521,1,12795,2,12615,1,0,0,0,0,0,0,0,0,10,5,8,5,True,True
2512,15971,3,115,11078,1,12543,1,5262,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,2,True,True
2513,16000,3,130,11079,1,12519,1,12575,1,0,0,0,0,0,0,0,0,0,0,0,0,10,4,8,3,True,True
2514,16012,3,133,11080,1,12549,1,5262,1,12615,1,0,0,0,0,0,0,0,0,0,0,10,4,8,3,True,True
2515,16042,3,139,11081,1,12521,1,12546,1,12615,1,0,0,0,0,0,0,0,0,0,0,10,5,8,4,True,True
2516,16085,3,148,11082,1,12522,1,12577,1,12615,1,0,0,0,0,0,0,0,0,0,0,10,5,8,5,True,True
2517,15974,3,125,11891,1,12518,2,5366,1,5262,1,0,0,0,0,0,0,0,0,0,0,10,3,8,3,True,True
2518,16005,3,133,11892,1,12520,2,12580,1,5262,1,0,0,0,0,0,0,0,0,0,0,10,4,8,3,True,True
2519,16031,3,139,11893,1,12576,1,12521,1,12581,1,12561,1,0,0,0,0,0,0,0,0,10,5,8,4,True,True
2520,15955,3,115,11955,1,12518,2,12610,2,12562,1,0,0,0,0,0,0,0,0,0,0,10,3,8,2,True,True
2521,15956,3,115,11983,1,12518,2,12610,2,12562,1,0,0,0,0,0,0,0,0,0,0,10,3,8,2,True,True
2522,15980,3,125,12017,1,12575,2,12518,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,3,True,True
2523,16032,3,139,12018,1,12576,2,12520,1,0,0,0,0,0,0,0,0,0,0,0,0,10,5,8,4,True,True
2524,15981,3,125,12029,1,12518,2,12604,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,3,True,True
2525,16052,3,142,12030,1,12521,2,12605,1,0,0,0,0,0,0,0,0,0,0,0,0,10,5,8,4,True,True
2526,15950,3,115,12518,1,12531,5,5114,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,-1,0,True,True
2527,15972,3,125,12519,1,12534,4,12518,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,-1,0,True,True
2528,16002,3,133,12520,1,12532,5,5113,1,0,0,0,0,0,0,0,0,0,0,0,0,10,4,-1,0,True,True
2529,16029,3,139,12521,1,12535,4,12520,1,0,0,0,0,0,0,0,0,0,0,0,0,10,5,-1,0,True,True
2530,16058,3,145,12522,1,12533,5,5118,1,0,0,0,0,0,0,0,0,0,0,0,0,10,5,-1,0,True,True
2531,15988,3,130,12541,1,12551,3,5262,1,0,0,0,0,0,0,0,0,0,0,0,0,10,4,-1,0,True,True
2532,15948,3,115,12542,1,12552,3,5262,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,-1,0,True,True
2533,15949,3,115,12543,1,12553,3,5262,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,-1,0,True,True
2534,16014,3,136,12544,1,12554,3,5262,1,0,0,0,0,0,0,0,0,0,0,0,0,10,4,-1,0,True,True
2535,16015,3,136,12545,1,12555,3,5262,1,0,0,0,0,0,0,0,0,0,0,0,0,10,4,-1,0,True,True
2536,16027,3,139,12546,1,12556,3,12561,1,0,0,0,0,0,0,0,0,0,0,0,0,10,5,-1,0,True,True
2537,16072,3,148,12547,1,12557,3,12561,1,0,0,0,0,0,0,0,0,0,0,0,0,10,5,-1,0,True,True
2538,16086,3,150,12548,1,12558,3,12561,1,0,0,0,0,0,0,0,0,0,0,0,0,10,6,-1,0,True,True
2539,16001,3,133,12549,1,12559,3,5261,1,0,0,0,0,0,0,0,0,0,0,0,0,10,4,-1,0,True,True
2540,16044,3,142,12550,1,12560,3,12561,1,0,0,0,0,0,0,0,0,0,0,0,0,10,5,-1,0,True,True
2541,16028,3,139,12561,1,12539,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,-1,0,True,True
2542,16073,3,148,12644,1,12522,1,12561,1,0,0,0,0,0,0,0,0,0,0,0,0,10,5,8,5,True,True
2543,16071,3,145,12706,1,12521,1,12561,1,0,0,0,0,0,0,0,0,0,0,0,0,10,5,8,5,True,False
2544,16088,3,150,12707,1,12526,1,12561,1,0,0,0,0,0,0,0,0,0,0,0,0,10,6,8,5,True,False
2545,12863,4,130,10671,1,12563,2,5349,4,12542,2,0,0,0,0,0,0,0,0,0,0,11,4,10,3,True,True
2546,12844,4,125,10685,1,12563,2,12562,1,12588,1,0,0,0,0,0,0,0,0,0,0,11,3,10,3,True,True
2547,12856,4,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,10,3,True,True
2548,12831,4,115,10698,1,12562,3,12588,1,12594,1,0,0,0,0,0,0,0,0,0,0,11,3,10,2,True,True
2549,12899,4,136,10700,1,12564,3,12563,1,12590,1,0,0,0,0,0,0,0,0,0,0,11,4,10,4,True,True
2550,12922,4,142,10701,1,12565,2,12564,2,12521,1,12614,2,0,0,0,0,0,0,0,0,11,5,10,4,True,True
2551,12867,4,130,10706,1,12563,2,12562,2,5068,1,5510,1,0,0,0,0,0,0,0,0,11,4,10,3,True,True
2552,12864,4,130,10713,1,12563,2,12562,1,5068,1,0,0,0,0,0,0,0,0,0,0,11,4,10,3,True,True
2553,12845,4,125,10727,1,12563,1,12519,2,5068,2,0,0,0,0,0,0,0,0,0,0,11,3,10,3,True,True
2554,12857,4,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,10,3,True,True
2555,12919,4,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,10,4,True,True
2556,12832,4,115,10740,1,12562,3,12588,1,12594,1,0,0,0,0,0,0,0,0,0,0,11,3,10,2,True,True
2557,12900,4,136,10742,1,12564,3,12563,1,12590,1,0,0,0,0,0,0,0,0,0,0,11,4,10,4,True,True
2558,12923,4,142,10743,1,12565,2,12564,2,12521,1,12612,2,0,0,0,0,0,0,0,0,11,5,10,4,True,True
2559,12868,4,130,10748,1,12563,2,12588,1,12518,1,5510,1,0,0,0,0,0,0,0,0,11,4,10,3,True,True
2560,12865,4,130,10755,1,12563,2,12562,1,12594,1,0,0,0,0,0,0,0,0,0,0,11,4,10,3,True,True
2561,12892,4,136,10763,1,12564,2,12590,1,12524,1,5068,1,0,0,0,0,0,0,0,0,11,4,10,4,True,True
2562,12825,4,115,10768,1,12562,2,12518,1,5196,2,0,0,0,0,0,0,0,0,0,0,11,3,10,2,True,True
2563,12846,4,125,10769,1,12563,1,12519,2,5068,2,0,0,0,0,0,0,0,0,0,0,11,3,10,3,True,True
2564,12879,4,133,10770,1,12564,2,12520,2,0,0,0,0,0,0,0,0,0,0,0,0,11,4,10,3,True,True
2565,12932,4,145,10772,1,12566,2,12525,1,12529,1,12612,1,0,0,0,0,0,0,0,0,11,5,10,5,True,True
2566,12840,4,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,10,2,True,True
2567,12858,4,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,10,3,True,True
2568,12885,4,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,10,3,True,True
2569,12920,4,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,10,4,True,True
